name,asset_type,tags,location_id,street_address,unit,unit_type,municipality,city,state,zip_code,latitude,longitude,parcel_id,residence,iffy_geocoding,available_transportation,parent_location_id,parent_location,url,email,phone,hours_of_operation,holiday_hours_of_operation,periodicity,capacity,wifi_network,internet_access,computers_available,accessibility,open_to_public,child_friendly,sensitive,do_not_display,localizability,services,hard_to_count_population,data_source_names,data_source_urls,organization_name,organization_phone,organization_email,etl_notes,geocoding_properties
MONONGAHELA AVE OPP LINCOLN,bus_stops,,93474,,,,,,,,40.340327,-79.888026,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 2, 2019 average passengers on/day: 1, 2019 total average passengers/day: 3",
MONONGAHELA AVE OPP WASHINGT,bus_stops,,93475,,,,,,,,40.420062,-79.889401,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 61B|71|P71, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 24, 2019 average passengers on/day: 16, 2019 total average passengers/day: 40",
MONONGAHELA AVE OPP WHIPPLE,bus_stops,,93476,,,,,,,,40.425573,-79.891555,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 61B|P71, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 3, 2019 average passengers on/day: 41, 2019 total average passengers/day: 44",
MONONGAHELA BLVD AT #1224,bus_stops,,93477,,,,,,,,40.405869,-79.886507,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 59|61C, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 5, 2019 average passengers on/day: 9, 2019 total average passengers/day: 14",
MONONGAHELA BLVD OPP #1224,bus_stops,,93478,,,,,,,,40.405966,-79.886376,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 59|61C, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 6, 2019 average passengers on/day: 3, 2019 total average passengers/day: 9",
MONROEVILLE BLVD AT BOSSES D,bus_stops,,93479,,,,,,,,40.42848,-79.787417,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 68|P68, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 0, 2019 average passengers on/day: 1, 2019 total average passengers/day: 1",
MONROEVILLE BLVD AT JAMISON,bus_stops,,93480,,,,,,,,40.4271,-79.788102,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 68|P68, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 4, 2019 average passengers on/day: 0, 2019 total average passengers/day: 4",
MONROEVILLE BLVD OPP BOSSES,bus_stops,,93481,,,,,,,,40.428114,-79.787429,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 68|P68, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 2, 2019 average passengers on/day: 0, 2019 total average passengers/day: 2",
MONROEVILLE BLVD OPP BRINTON,bus_stops,,93482,,,,,,,,40.424853,-79.790234,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 68|P68, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 3, 2019 total average passengers/day: 4",
MONROEVILLE BLVD OPP JAMISON,bus_stops,,93483,,,,,,,,40.427334,-79.788264,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 68|P68, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 0, 2019 average passengers on/day: 3, 2019 total average passengers/day: 3",
MONROEVILLE MALL AT PARK AND,bus_stops,,93484,,,,,,,,40.427327,-79.792134,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: P67, stop type: Bus, shelter: PAAC, 2019 average passengers off/day: 126, 2019 average passengers on/day: 89, 2019 total average passengers/day: 215",
MONROEVILLE MALL AT WEST COU,bus_stops,,93485,,,,,,,,40.428627,-79.796784,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 67|68|P68, stop type: Bus, shelter: PAAC, 2019 average passengers off/day: 195, 2019 average passengers on/day: 197, 2019 total average passengers/day: 392",
MONROEVILLE TRESTLE RD AT SA,bus_stops,,93486,,,,,,,,40.476385,-79.760208,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 77|P16, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 5, 2019 total average passengers/day: 6",
MONROEVILLE-TRESTLE RD AT FO,bus_stops,,93487,,,,,,,,40.470245,-79.754761,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 77, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 0, 2019 average passengers on/day: 0, 2019 total average passengers/day: 0",
MONROEVILLE-TRESTLE RD OPP B,bus_stops,,93488,,,,,,,,40.470331,-79.754904,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 77, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 0, 2019 average passengers on/day: 0, 2019 total average passengers/day: 0",
MONTIER ST AT #1438,bus_stops,,93489,,,,,,,,40.445332,-79.873772,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 79|P78, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 2, 2019 average passengers on/day: 0, 2019 total average passengers/day: 2",
MONTIER ST AT #1449,bus_stops,,93490,,,,,,,,40.445104,-79.874293,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 79|P78, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 0, 2019 average passengers on/day: 2, 2019 total average passengers/day: 2",
MONTIER ST AT #1823,bus_stops,,93491,,,,,,,,40.448304,-79.868701,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 79|P78, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 9, 2019 total average passengers/day: 10",
MONTIER ST AT #1824,bus_stops,,93492,,,,,,,,40.448029,-79.868569,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 79|P78, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 14, 2019 average passengers on/day: 2, 2019 total average passengers/day: 16",
MONTIER ST AT BESSICA ST,bus_stops,,93493,,,,,,,,40.446367,-79.871182,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 79|P78, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 7, 2019 average passengers on/day: 55, 2019 total average passengers/day: 62",
MONTIER ST AT HERR ST,bus_stops,,93494,,,,,,,,40.447411,-79.869766,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 79|P78, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 2, 2019 average passengers on/day: 14, 2019 total average passengers/day: 16",
MONTIER ST AT HERR ST,bus_stops,,93495,,,,,,,,40.447072,-79.869779,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 79|P78, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 8, 2019 average passengers on/day: 1, 2019 total average passengers/day: 9",
MONTIER ST AT LABELLE AVE,bus_stops,,93496,,,,,,,,40.446528,-79.870509,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 79|P78, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 18, 2019 average passengers on/day: 5, 2019 total average passengers/day: 23",
MONTIER ST AT LAKETON RD,bus_stops,,93497,,,,,,,,40.448922,-79.867492,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: P78, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 27, 2019 average passengers on/day: 3, 2019 total average passengers/day: 30",
MONTIER ST AT LAKETON RD FS,bus_stops,,93498,,,,,,,,40.448948,-79.867837,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 79|P78, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 13, 2019 average passengers on/day: 84, 2019 total average passengers/day: 97",
MONTIER ST AT PARK AVE,bus_stops,,93499,,,,,,,,40.445874,-79.871706,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 79|P78, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 27, 2019 average passengers on/day: 4, 2019 total average passengers/day: 31",
MONTIER ST AT WRIGHT ST NS,bus_stops,,93500,,,,,,,,40.448562,-79.867991,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 79, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 32, 2019 average passengers on/day: 9, 2019 total average passengers/day: 41",
MOREWOOD AVE AT FORBES AVE F,bus_stops,,93501,,,,,,,,40.445373,-79.942407,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 28X, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 44, 2019 average passengers on/day: 0, 2019 total average passengers/day: 44",
MOSSFIELD ST AT AZURE ST,bus_stops,,93502,,,,,,,,40.472152,-79.934467,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 89, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 9, 2019 average passengers on/day: 4, 2019 total average passengers/day: 13",
MOSSFIELD ST AT FERN ST,bus_stops,,93503,,,,,,,,40.471198,-79.933651,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 89, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 3, 2019 average passengers on/day: 15, 2019 total average passengers/day: 18",
MOSSFIELD ST OPP AZURE ST FS,bus_stops,,93504,,,,,,,,40.472002,-79.934479,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 89, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 2, 2019 average passengers on/day: 12, 2019 total average passengers/day: 14",
MOSSFIELD ST OPP FERN ST,bus_stops,,93505,,,,,,,,40.471125,-79.933392,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 89, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 52, 2019 average passengers on/day: 16, 2019 total average passengers/day: 68",
MOUNTAIN AVE AT FISHER ST,bus_stops,,93506,,,,,,,,40.411542,-79.977342,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 44, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 21, 2019 average passengers on/day: 0, 2019 total average passengers/day: 21",
MOUNTAIN AVE AT FISHER ST,bus_stops,,93507,,,,,,,,40.411386,-79.977211,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 44, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 18, 2019 total average passengers/day: 19",
ANGELS PLACE,child_care_centers,,86970,2615 NORWOOD AVE,,,,PITTSBURGH,PA,15214,40.471087,-80.012964,,f,,,,,,JLECK@ANGELSPLACEPGH.ORG,14123214447,,,,,,,,,,,,,FIX,,,opendata PA Dataset: Child Care Providers Listing Current Monthly Facility County Human Services,https://data.pa.gov/Early-Education/Child-Care-Providers-Listing-Current-Human-Service/ajn5-kaxt,ANGELS PLACE INC,,JLECK@ANGELSPLACEPGH.ORG,Child Care Center,
MOUNTAIN AVE AT SCHULER ST,bus_stops,,93508,,,,,,,,40.409546,-79.977328,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 44, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 0, 2019 average passengers on/day: 9, 2019 total average passengers/day: 9",
MT CARMEL RD OPP HIGHLANDVIE,bus_stops,,93531,,,,,,,,40.468739,-79.886514,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 79|P17, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 3, 2019 average passengers on/day: 7, 2019 total average passengers/day: 10",
MT ROYAL BLVD AT GARDEN PL,bus_stops,,93551,,,,,,,,40.524586,-79.961939,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 2|P13, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 19, 2019 average passengers on/day: 2, 2019 total average passengers/day: 21",
MT ROYAL BLVD AT ELFINWILD L,bus_stops,,93550,,,,,,,,40.549327,-79.971874,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 2|P13, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 8, 2019 total average passengers/day: 9",
MT ROYAL BLVD AT GLENN AVE,bus_stops,,93554,,,,,,,,40.521291,-79.959486,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 2|P13, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 6, 2019 average passengers on/day: 0, 2019 total average passengers/day: 6",
MT ROYAL BLVD AT W GLENN AVE,bus_stops,,93577,,,,,,,,40.521216,-79.959687,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 2|P13, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 0, 2019 average passengers on/day: 5, 2019 total average passengers/day: 5",
MT TROY RD AT #2768,bus_stops,,93598,,,,,,,,40.47534,-79.98698,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 4, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 0, 2019 total average passengers/day: 1",
ANGELS PLACE,child_care_centers,,86971,2538 WOODSTOCK AVE,,,,PITTSBURGH,PA,15218,40.41557,-79.878021,,f,,,,,,BBANAS@ANGELSPLACEPGH.ORG,14122712229,,,,,,,,,,,,,FIX,,,opendata PA Dataset: Child Care Providers Listing Current Monthly Facility County Human Services,https://data.pa.gov/Early-Education/Child-Care-Providers-Listing-Current-Human-Service/ajn5-kaxt,ANGELS PLACE INC,,JLECK@ANGELSPLACEPGH.ORG,Child Care Center,
MT TROY RD AT #3467,bus_stops,,93600,,,,,,,,40.487412,-79.992117,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 4, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 0, 2019 average passengers on/day: 0, 2019 total average passengers/day: 0",
MT TROY RD AT #3735,bus_stops,,93601,,,,,,,,40.491857,-79.993972,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 4, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 0, 2019 average passengers on/day: 2, 2019 total average passengers/day: 2",
MT TROY RD AT #3802,bus_stops,,93602,,,,,,,,40.492114,-79.993935,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 4, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 2, 2019 average passengers on/day: 0, 2019 total average passengers/day: 2",
MT TROY RD AT ALFRED ST,bus_stops,,93603,,,,,,,,40.473079,-79.983316,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 4, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 0, 2019 total average passengers/day: 1",
MT TROY RD AT BAUN RD,bus_stops,,93604,,,,,,,,40.481455,-79.989302,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 4, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 0, 2019 average passengers on/day: 2, 2019 total average passengers/day: 2",
MT TROY RD AT BECKERT ST,bus_stops,,93605,,,,,,,,40.470172,-79.98234,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 4, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 0, 2019 average passengers on/day: 2, 2019 total average passengers/day: 2",
MT TROY RD AT BECKERT ST,bus_stops,,93606,,,,,,,,40.470017,-79.982002,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 4, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 4, 2019 average passengers on/day: 0, 2019 total average passengers/day: 4",
MT TROY RD AT CRONEMEYER AVE,bus_stops,,93607,,,,,,,,40.473696,-79.984287,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 4, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 0, 2019 average passengers on/day: 2, 2019 total average passengers/day: 2",
MT TROY RD AT FORNOF LN,bus_stops,,93608,,,,,,,,40.478155,-79.985946,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 4, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 0, 2019 total average passengers/day: 1",
MT TROY RD AT GARDENVIEW DR,bus_stops,,93609,,,,,,,,40.485077,-79.992067,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 4, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 0, 2019 average passengers on/day: 1, 2019 total average passengers/day: 1",
MT TROY RD AT GEYER RD,bus_stops,,93610,,,,,,,,40.493443,-79.994726,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 4, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 2, 2019 average passengers on/day: 0, 2019 total average passengers/day: 2",
